timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211864.350,-29.297,-9.277,-17.578,-14.160,-89.844,0
1671211864.354,-32.227,-11.719,-18.066,-11.230,70.801,0
1671211864.358,-9.277,-10.742,-16.113,-9.766,-39.062,0
1671211864.375,7.324,-12.207,-17.090,-12.207,-167.969,0
1671211864.379,-7.812,-15.137,-21.484,-17.090,-92.773,0
1671211864.383,-30.762,-11.719,-19.043,-18.066,-32.227,0
1671211864.387,-37.598,-13.672,-18.555,-23.438,-61.035,0
1671211864.391,-26.367,-15.137,-21.484,-32.227,-71.777,0
1671211864.395,-7.324,-12.695,-17.090,-35.156,32.227,0
1671211864.399,-7.324,-14.648,-17.090,-20.020,290.039,0
1671211864.402,-26.367,-14.160,-20.508,-14.160,128.418,0
1671211864.406,-38.574,-16.113,-31.250,-21.973,-152.344,0
1671211864.410,-25.391,-17.090,-35.645,-27.344,-126.953,0
1671211864.414,-9.277,-13.672,-25.879,-26.367,-105.469,0
1671211864.418,-16.113,-8.301,-26.855,-20.996,-117.188,0
1671211864.406,-30.273,-10.742,-25.391,-16.113,-44.434,0
1671211864.410,-34.668,-13.672,-15.137,-16.113,39.551,0
1671211864.414,-17.578,-5.859,-11.719,-14.160,6.348,0
1671211864.418,-0.488,-6.348,-13.184,-14.160,-69.824,0
1671211864.422,1.465,-10.742,-11.719,-4.883,-76.660,0
1671211864.426,-18.066,-13.184,-20.996,-2.441,41.504,0
1671211864.430,-39.062,-14.648,-24.414,-1.953,179.199,0
1671211864.433,-33.691,-8.301,-17.578,-10.742,84.473,0
1671211864.437,-12.695,-10.742,-21.484,-21.484,-99.121,0
1671211864.441,-5.371,-22.949,-27.344,-13.672,2.441,0
1671211864.445,-25.391,-27.832,-21.973,-9.766,166.016,0
1671211864.449,-43.457,-25.879,-20.508,-17.578,-134.766,0
1671211864.466,-33.203,-14.648,-19.531,-14.160,-251.465,0
1671211864.470,-3.906,-8.301,-11.230,-9.277,-111.816,0
1671211864.474,3.418,-11.230,-15.137,-11.230,-62.012,0
1671211864.478,-20.996,-20.996,-24.414,-11.230,-48.340,0
1671211864.482,-35.156,-20.508,-18.066,-5.371,-0.488,0
1671211864.486,-30.273,-17.578,-19.531,-8.301,215.820,0
1671211864.490,-10.254,-17.090,-11.230,-14.648,152.344,0
1671211864.493,5.371,-6.836,-1.953,-10.742,-72.266,0
1671211864.497,-10.254,-12.695,-13.672,-12.695,-23.438,0
1671211864.501,-28.809,-17.578,-21.973,-12.207,102.539,0
1671211864.505,-32.227,-9.766,-20.996,-14.648,-37.598,0
1671211864.509,-15.625,-17.578,-19.043,-13.184,-215.332,0
1671211864.510,-0.977,-20.020,-17.090,-6.836,-175.781,0
1671211864.514,-15.137,-19.043,-18.555,-6.348,-101.562,0
1671211864.518,-39.062,-20.508,-11.719,-4.883,-97.656,0
1671211864.522,-46.387,-19.531,-8.789,-6.348,-119.629,0
1671211864.526,-22.461,-16.602,-6.836,-13.184,-105.469,0
1671211864.530,-5.859,-12.207,-5.371,-13.184,-40.039,0
1671211864.534,-16.602,-15.625,-17.578,-10.742,5.859,0
1671211864.537,-31.250,-14.648,-20.996,-8.789,-41.992,0
1671211864.541,-44.434,-18.555,-21.484,-20.996,105.957,0
1671211864.545,-31.738,-23.926,-18.555,-21.484,284.180,0
1671211864.549,-7.812,-12.695,-14.648,-20.996,72.266,0
1671211864.553,-13.672,-15.137,-20.996,-32.715,-111.328,0
1671211864.557,-39.551,-22.949,-21.484,-26.855,-34.180,0
1671211864.561,-52.734,-14.648,-20.996,-25.879,-106.445,0
1671211864.565,-34.180,-12.695,-23.926,-37.109,-184.082,0
1671211864.569,-10.254,-16.602,-22.461,-39.062,-147.949,0
1671211864.573,-20.508,-17.090,-13.672,-29.785,-102.051,0
1671211864.577,-42.480,-13.184,-13.184,-22.461,29.785,0
1671211864.581,-54.199,-19.043,-21.973,-32.715,-33.691,0
1671211864.584,-40.527,-23.438,-24.902,-34.668,-162.109,0
1671211864.588,-14.648,-19.043,-30.762,-21.973,53.711,0
1671211864.592,-15.137,-19.043,-36.621,-21.484,99.609,0
1671211864.596,-32.227,-23.438,-34.180,-23.926,-75.684,0
1671211864.600,-37.598,-21.973,-27.344,-19.043,-126.953,0
1671211864.600,-37.109,-23.438,-24.902,-24.902,-30.762,0
1671211864.604,-22.461,-22.949,-26.855,-30.273,-86.914,0
1671211864.608,-4.883,-18.066,-17.578,-20.508,-176.758,0
1671211864.612,-16.113,-15.625,-13.672,-9.766,-112.793,0
1671211864.616,-39.062,-14.648,-27.344,-14.648,1.465,0
1671211864.620,-42.480,-15.625,-31.250,-24.902,56.641,0
1671211864.624,-17.578,-19.043,-27.832,-24.902,21.973,0
1671211864.627,-2.441,-20.508,-25.391,-20.996,128.418,0
1671211864.631,-21.484,-15.137,-24.414,-10.742,346.680,0
1671211864.635,-48.828,-16.113,-30.273,-19.043,81.543,0
1671211864.639,-49.805,-17.090,-32.715,-30.273,-172.852,0
1671211864.643,-23.438,-17.578,-30.762,-26.855,-95.215,0
1671211864.648,-3.906,-20.508,-30.273,-19.531,-25.391,0
1671211864.652,-18.555,-22.461,-34.180,-23.926,-29.785,0
1671211864.656,-33.203,-23.438,-32.715,-25.879,-53.223,0
1671211864.660,-26.367,-20.996,-18.555,-13.184,28.320,0
1671211864.664,-15.625,-16.602,-19.043,-18.555,-9.766,0
1671211864.668,-9.277,-14.160,-16.113,-18.555,-41.992,0
1671211864.672,-15.625,-13.184,-15.137,-9.277,28.320,0
1671211864.675,-38.574,-16.113,-19.531,-10.254,217.285,0
1671211864.679,-51.758,-12.695,-20.996,-25.391,23.926,0
1671211864.683,-33.203,-12.207,-25.879,-35.645,-178.223,0
1671211864.687,-14.160,-18.555,-32.227,-35.156,-71.777,0
1671211864.691,-20.508,-17.090,-25.391,-16.113,20.996,0
1671211864.690,-44.434,-13.672,-20.020,-12.207,-53.223,0
1671211864.694,-56.152,-16.602,-22.461,-24.902,-105.469,0
1671211864.698,-36.621,-19.531,-17.578,-25.879,-66.406,0
1671211864.702,-16.602,-20.996,-17.090,-25.391,16.113,0
1671211864.706,-17.090,-17.578,-20.996,-15.137,26.367,0
1671211864.710,-41.992,-17.578,-29.785,-17.578,-29.785,0
1671211864.714,-55.176,-22.949,-24.902,-30.762,19.043,0
1671211864.717,-30.762,-26.855,-12.207,-16.602,351.074,0
1671211864.721,-9.766,-22.949,-10.742,-9.277,294.922,0
1671211864.725,-14.648,-19.531,-11.719,-18.066,-41.016,0
1671211864.729,-31.738,-23.926,-18.555,-17.090,-50.781,0
1671211864.733,-47.363,-22.949,-26.367,-27.344,-74.219,0
1671211864.737,-40.039,-19.043,-26.367,-35.156,-152.344,0
1671211864.741,-22.461,-15.137,-28.320,-31.738,-119.629,0
1671211864.745,-16.113,-16.602,-22.461,-24.902,11.719,0
1671211864.749,-28.320,-21.973,-17.578,-18.066,27.832,0
1671211864.753,-43.945,-28.320,-23.926,-18.555,-144.531,0
1671211864.757,-33.203,-23.438,-18.066,-20.508,-154.297,0
1671211864.761,-8.301,-17.578,-15.625,-15.625,177.246,0
1671211864.764,-6.836,-20.996,-26.855,-16.113,133.301,0
1671211864.768,-35.156,-25.879,-23.926,-23.926,-82.520,2
1671211864.772,-56.641,-26.367,-23.438,-26.855,-72.754,0
1671211864.776,-55.664,-25.391,-30.273,-32.227,61.523,0
1671211864.780,-36.621,-24.902,-30.273,-43.945,-67.383,0
1671211864.780,-18.066,-24.414,-28.809,-39.062,-139.648,0
1671211864.784,-35.645,-22.461,-24.414,-33.691,-51.758,0
1671211864.788,-55.664,-20.508,-22.461,-31.738,-39.551,0
1671211864.792,-45.898,-20.996,-22.949,-19.531,-72.754,0
1671211864.796,-19.531,-17.578,-21.484,-17.090,-94.727,0
1671211864.800,-5.371,-18.555,-25.879,-21.484,91.309,0
1671211864.804,-20.996,-24.414,-30.273,-16.113,291.992,0
1671211864.807,-42.969,-20.508,-22.461,-12.207,104.492,0
1671211864.811,-45.898,-19.531,-21.973,-22.949,-146.973,0
1671211864.815,-22.949,-18.555,-22.461,-29.785,8.789,0
1671211864.819,-2.441,-10.742,-15.625,-15.625,234.863,0
1671211864.823,-12.695,-12.695,-10.742,-21.484,-16.602,0
1671211864.841,-37.109,-15.625,-16.602,-29.297,-140.625,0
1671211864.845,-40.527,-12.207,-22.461,-21.973,-92.773,0
1671211864.849,-28.809,-14.648,-22.949,-19.531,-121.094,0
1671211864.853,-13.672,-20.020,-28.320,-23.926,-145.020,0
1671211864.857,-10.742,-17.090,-26.855,-10.742,-105.469,0
1671211864.861,-31.250,-15.625,-27.344,-4.883,19.531,0
1671211864.865,-45.410,-18.066,-29.297,-20.996,13.184,0
1671211864.868,-27.344,-19.531,-26.367,-20.020,-140.137,0
1671211864.872,-2.441,-27.344,-20.020,-19.531,-151.367,0
1671211864.876,-3.418,-24.902,-19.043,-12.207,152.832,0
1671211864.880,-28.320,-16.602,-20.508,-11.719,73.242,0
1671211864.884,-43.945,-13.672,-19.531,-18.555,-125.977,0
1671211864.885,-36.621,-20.508,-27.832,-25.879,31.250,0
1671211864.889,-18.555,-20.996,-29.785,-33.203,77.637,0
1671211864.893,-13.184,-14.648,-22.461,-30.273,-73.242,0
1671211864.897,-29.785,-18.066,-19.043,-23.438,-155.762,0
1671211864.901,-48.340,-18.066,-19.043,-21.973,-83.008,0
1671211864.905,-44.922,-20.508,-20.508,-30.762,-3.906,0
1671211864.909,-24.414,-22.949,-16.113,-37.598,-47.363,0
1671211864.912,-18.555,-23.438,-13.672,-25.879,-82.520,0
1671211864.916,-29.785,-22.461,-16.113,-14.648,131.348,0
1671211864.920,-40.527,-20.996,-22.461,-12.695,390.137,0
1671211864.924,-39.062,-17.578,-32.227,-30.762,77.637,0
1671211864.928,-17.090,-15.625,-27.832,-30.762,-138.184,0
1671211864.932,-10.254,-23.926,-27.344,-24.902,-37.109,0
1671211864.936,-27.344,-22.949,-36.621,-31.738,-80.078,0
1671211864.940,-46.875,-16.602,-31.250,-32.715,-100.586,0
1671211864.944,-45.410,-23.926,-18.066,-33.203,-40.039,0
1671211864.948,-17.578,-25.879,-18.555,-24.414,57.129,0
1671211864.952,-5.371,-23.926,-27.832,-25.391,96.680,0
1671211864.956,-26.855,-26.367,-34.668,-36.621,42.969,0
1671211864.959,-46.387,-28.320,-35.156,-33.203,5.371,0
1671211864.963,-43.457,-19.043,-26.367,-23.438,211.914,0
1671211864.967,-22.949,-10.742,-21.484,-28.320,94.727,0
1671211864.971,-3.906,-19.043,-24.414,-26.855,-153.320,0
1671211864.975,-14.160,-23.926,-24.902,-19.531,-109.863,0
1671211864.975,-40.527,-21.973,-24.902,-19.531,-68.359,0
1671211864.979,-46.387,-19.531,-22.949,-20.508,-100.586,0
1671211864.983,-22.949,-16.602,-23.438,-23.438,-86.426,0
1671211864.987,-1.953,-15.625,-28.809,-27.832,-36.133,0
1671211864.991,-12.207,-19.531,-27.832,-21.484,16.113,0
1671211864.995,-38.574,-24.414,-25.391,-16.602,49.316,0
1671211864.999,-48.828,-24.902,-27.832,-17.578,-3.906,0
1671211865.002,-32.227,-24.414,-27.832,-18.555,110.840,0
1671211865.006,-11.230,-27.832,-28.320,-4.883,404.785,0
1671211865.010,-17.578,-28.809,-29.297,3.906,185.547,0
1671211865.014,-39.551,-21.484,-25.879,-7.324,-119.141,0
1671211865.018,-50.781,-21.973,-18.066,-16.113,-103.516,0
1671211865.022,-39.062,-23.438,-20.996,-20.020,-166.992,0
1671211865.026,-14.648,-16.113,-20.996,-23.926,-179.199,0
1671211865.030,-11.230,-14.160,-15.137,-25.879,-108.398,0
1671211865.034,-32.227,-13.672,-9.766,-23.438,-38.574,0
1671211865.038,-48.828,-8.789,0.000,-19.043,-56.641,0
1671211865.042,-36.133,-11.719,-6.348,-20.020,-20.996,0
1671211865.046,-9.277,-17.090,-22.461,-20.020,26.855,0
1671211865.049,-8.301,-17.090,-25.391,-7.812,204.102,0
1671211865.053,-31.738,-13.184,-20.508,-1.953,147.461,0
1671211865.057,-47.852,-17.578,-20.020,-11.719,-106.934,0
1671211865.061,-44.922,-21.484,-20.020,-20.508,-67.383,0
1671211865.065,-20.996,-12.695,-15.625,-17.090,20.508,0
1671211865.065,-13.672,-15.625,-20.020,-18.066,-85.449,0
1671211865.069,-33.691,-24.414,-20.508,-17.578,-98.633,0
1671211865.073,-51.758,-23.926,-16.602,-18.555,-69.336,0
1671211865.077,-40.039,-14.648,-17.578,-24.902,-133.301,0
1671211865.081,-15.625,-12.207,-21.484,-20.996,-104.980,0
1671211865.085,-12.207,-15.137,-19.043,-11.719,-17.090,0
1671211865.089,-26.855,-19.043,-18.066,-14.160,108.398,0
1671211865.092,-41.504,-18.555,-22.461,-10.742,376.465,0
1671211865.096,-42.969,-17.578,-18.555,-20.020,143.066,0
1671211865.100,-22.461,-22.461,-12.695,-32.227,-140.137,0
1671211865.104,-2.441,-24.414,-14.160,-17.578,-45.410,0
1671211865.108,-17.578,-16.113,-17.578,-10.742,-29.785,0
1671211865.113,-34.180,-8.301,-14.648,-9.766,-21.973,0
1671211865.117,-31.738,-13.184,-20.996,-17.090,-48.340,0
1671211865.121,-13.672,-18.555,-26.855,-21.973,47.363,0
1671211865.125,1.465,-17.090,-20.020,-17.090,24.414,0
1671211865.129,-6.836,-14.648,-18.066,-14.160,-109.375,0
1671211865.133,-32.227,-18.555,-15.625,-13.672,-41.992,0
1671211865.137,-33.691,-14.648,-8.301,-5.371,250.488,0
1671211865.140,-7.324,-9.277,-8.789,-6.348,108.398,0
1671211865.144,-1.953,-14.160,-10.742,-18.066,-174.316,0
1671211865.148,-14.648,-20.508,-18.066,-23.926,-109.863,0
1671211865.152,-30.273,-19.531,-22.949,-20.020,-72.266,0
1671211865.156,-44.434,-14.648,-22.461,-25.391,-99.609,0
1671211865.155,-33.691,-17.090,-20.996,-28.320,-133.301,0
1671211865.159,-8.301,-15.625,-9.766,-15.625,-143.555,0
1671211865.163,-6.836,-5.371,-5.859,-6.836,-49.316,0
1671211865.167,-29.785,-11.719,-10.742,-0.977,81.543,0
1671211865.171,-44.434,-20.996,-16.602,-9.277,14.160,0
1671211865.175,-38.086,-20.020,-22.949,-17.090,21.973,0
1671211865.179,-15.625,-17.578,-24.414,-8.301,363.281,0
1671211865.182,-14.160,-16.113,-23.926,-7.324,255.859,0
1671211865.186,-40.527,-20.508,-24.414,-18.066,-121.094,0
1671211865.190,-46.875,-19.531,-18.066,-20.020,-113.770,0
1671211865.194,-33.691,-18.555,-18.066,-24.414,-119.141,0
1671211865.198,-17.090,-16.602,-23.438,-25.391,-236.328,0
1671211865.216,-8.301,-13.184,-19.043,-18.066,-164.551,0
1671211865.220,-27.344,-12.695,-10.254,-16.113,-51.758,0
1671211865.224,-49.805,-17.578,-7.324,-23.438,-97.168,0
1671211865.228,-36.621,-16.113,-12.207,-29.297,-124.023,0
1671211865.232,-12.695,-15.625,-17.578,-28.320,-75.195,0
1671211865.236,-6.348,-22.461,-18.555,-21.484,54.199,0
1671211865.240,-16.113,-20.020,-14.648,-16.113,103.516,0
1671211865.243,-37.109,-16.113,-14.648,-15.137,4.883,0
1671211865.247,-33.691,-21.484,-18.555,-13.672,-83.984,0
1671211865.251,-3.418,-18.555,-17.578,-5.371,179.199,0
1671211865.255,1.465,-8.789,-11.719,-6.348,167.969,0
1671211865.259,-12.695,-15.137,-5.371,-10.742,-100.586,0
1671211865.260,-33.203,-22.461,-12.695,-12.207,-90.820,0
1671211865.264,-32.227,-16.602,-17.090,-13.672,-85.938,0
1671211865.268,-5.859,-15.137,-14.648,-7.812,-107.422,0
1671211865.272,-8.301,-23.926,-20.996,-10.742,-125.977,0
1671211865.276,-30.273,-28.320,-22.461,-12.207,-48.828,0
1671211865.280,-46.387,-26.855,-14.648,-5.859,103.027,0
1671211865.284,-46.875,-27.344,-15.625,-14.648,93.262,0
1671211865.287,-29.297,-32.227,-20.996,-24.414,-38.086,0
1671211865.291,-12.207,-26.367,-21.484,-16.113,-12.207,0
1671211865.295,-10.742,-21.484,-12.207,5.859,375.977,0
1671211865.299,-26.855,-16.113,-15.137,4.883,162.109,0
1671211865.303,-34.668,-13.672,-19.531,-14.160,-125.488,0
1671211865.307,-17.090,-20.020,-16.602,-22.949,-22.461,0
1671211865.311,8.301,-19.531,-23.926,-16.113,-78.125,0
1671211865.315,3.906,-18.066,-25.879,-10.254,-127.930,0
1671211865.319,-24.902,-21.484,-21.484,-9.766,-89.844,0
1671211865.323,-34.668,-17.090,-19.043,-13.184,-22.949,0
1671211865.327,-15.625,-14.648,-23.438,-15.625,-2.441,0
1671211865.331,-2.930,-15.625,-27.344,-18.555,-61.523,0
1671211865.334,-4.395,-11.230,-16.113,-9.766,-7.812,0
1671211865.338,-23.926,-10.254,-12.695,0.977,195.312,0
1671211865.342,-47.363,-14.160,-25.391,-9.766,54.199,0
1671211865.346,-32.227,-15.625,-25.391,-20.508,-164.551,0
1671211865.350,-1.465,-12.695,-20.020,-21.484,-110.840,0
1671211865.350,4.883,-13.184,-24.902,-20.020,-57.129,0
1671211865.354,-10.254,-11.719,-23.926,-13.184,-80.566,0
1671211865.358,-30.762,-8.301,-20.996,-17.090,-110.352,0
1671211865.362,-25.879,-11.230,-21.973,-26.855,-133.301,0
1671211865.366,-6.836,-16.602,-21.973,-24.902,-51.758,0
1671211865.370,-10.254,-20.020,-22.461,-24.414,13.672,0
1671211865.374,-37.109,-18.555,-18.555,-29.297,-38.086,0
1671211865.377,-57.129,-22.949,-14.160,-30.273,85.449,0
1671211865.381,-46.875,-20.508,-10.254,-18.555,343.750,0
1671211865.385,-23.438,-16.602,-15.625,-23.926,105.469,0
1671211865.389,-13.672,-22.461,-20.508,-31.250,-79.102,0
1671211865.393,-31.250,-20.996,-20.020,-23.926,32.227,0
1671211865.397,-52.246,-17.090,-22.461,-24.902,3.418,0
1671211865.401,-46.387,-20.996,-25.879,-29.785,-95.215,0
1671211865.405,-20.020,-20.508,-25.391,-28.320,-102.051,0
1671211865.409,-2.441,-17.090,-17.578,-16.113,51.270,0
1671211865.413,-27.832,-19.043,-18.555,-18.066,-15.137,0
1671211865.417,-47.852,-19.043,-24.902,-29.785,-66.406,0
1671211865.421,-38.086,-23.438,-25.391,-28.320,-19.531,0
1671211865.424,-22.461,-30.273,-24.414,-19.531,58.594,0
1671211865.428,-14.648,-26.855,-22.949,-19.531,39.551,0
1671211865.432,-18.555,-22.461,-22.949,-19.043,-111.328,0
1671211865.436,-41.504,-23.438,-20.996,-12.207,-123.535,0
1671211865.440,-45.410,-18.066,-17.578,-18.066,-62.988,0
1671211865.440,-17.578,-12.695,-21.973,-15.137,-93.750,0
1671211865.444,4.883,-16.602,-27.344,-10.254,-133.789,0
1671211865.448,-3.906,-18.066,-16.602,-6.348,-73.730,0
1671211865.452,-34.668,-21.484,-15.625,-0.488,-32.227,0
1671211865.456,-41.504,-20.996,-21.484,-1.953,-23.926,0
1671211865.460,-24.902,-19.043,-23.438,-9.766,-18.066,0
1671211865.464,-6.348,-18.066,-21.484,-8.301,150.391,0
1671211865.467,-7.324,-17.578,-12.695,0.488,476.562,0
1671211865.471,-26.855,-19.043,-13.184,-8.301,221.680,0
1671211865.475,-39.062,-22.949,-18.066,-22.949,-81.055,0
1671211865.479,-28.320,-22.461,-22.461,-28.809,15.625,0
1671211865.483,-2.930,-20.508,-29.785,-20.996,23.926,0
1671211865.500,0.488,-16.602,-29.785,-10.742,-60.059,0
1671211865.504,-25.879,-6.836,-26.367,-11.719,-4.395,0
1671211865.508,-39.062,-5.859,-27.344,-13.672,21.484,0
1671211865.512,-30.273,-18.066,-26.367,-21.973,-91.309,0
1671211865.516,-9.277,-20.020,-21.484,-25.391,-161.621,0
1671211865.520,-3.906,-17.578,-28.320,-12.207,-15.625,0
1671211865.524,-18.555,-20.508,-34.180,-2.441,213.379,0
1671211865.527,-35.645,-23.926,-26.367,-8.789,76.660,0
1671211865.531,-35.645,-23.438,-20.508,-24.902,-192.871,0
1671211865.535,-14.160,-21.484,-18.066,-22.949,-145.996,0
1671211865.539,-9.277,-17.578,-18.066,-10.742,-42.480,0
1671211865.543,-30.273,-17.090,-21.484,-15.625,-68.848,0
1671211865.530,-48.340,-16.113,-27.832,-26.855,-133.789,0
1671211865.534,-46.875,-15.625,-32.227,-35.156,-104.980,0
1671211865.538,-29.297,-18.555,-23.438,-29.297,-90.332,0
1671211865.542,-18.066,-18.066,-24.414,-31.250,-166.016,0
1671211865.546,-33.203,-16.602,-32.715,-32.227,-191.406,0
1671211865.550,-52.734,-18.555,-29.297,-24.414,3.418,0
1671211865.554,-46.387,-10.254,-19.043,-21.973,104.004,0
1671211865.557,-24.902,-8.301,-22.949,-32.227,3.906,0
1671211865.561,-17.578,-18.066,-26.855,-29.785,-65.918,0
1671211865.565,-38.086,-21.973,-25.879,-23.926,42.480,0
1671211865.569,-66.406,-27.832,-35.156,-23.926,217.285,0
1671211865.573,-63.965,-24.902,-32.227,-29.297,9.277,1
1671211865.591,-42.480,-27.344,-20.508,-30.762,-90.332,0
1671211865.595,-28.809,-31.738,-22.461,-25.879,55.664,0
1671211865.599,-34.180,-22.461,-22.461,-24.414,19.043,0
1671211865.603,-49.805,-17.578,-16.113,-25.879,-113.281,0
1671211865.607,-54.688,-15.137,-21.484,-29.297,-126.465,0
1671211865.611,-39.551,-15.625,-27.344,-27.832,-33.203,0
1671211865.615,-24.414,-18.066,-29.297,-28.320,95.215,0
1671211865.618,-29.785,-18.066,-24.902,-26.855,15.625,0
1671211865.622,-50.781,-22.461,-24.414,-32.227,-81.543,0
1671211865.626,-56.152,-21.484,-26.855,-30.762,131.836,0
1671211865.630,-36.133,-18.555,-24.902,-39.551,49.316,0
1671211865.634,-20.508,-10.742,-25.879,-44.434,-118.164,0
1671211865.635,-21.484,-7.324,-13.184,-21.973,-47.852,0
1671211865.639,-35.156,-13.672,-3.906,-8.789,-20.020,0
1671211865.643,-50.781,-18.555,-23.438,-19.531,-49.805,0
1671211865.647,-41.016,-15.137,-34.668,-36.133,-141.113,0
1671211865.651,-14.648,-15.625,-28.320,-33.691,-87.402,0
1671211865.655,-14.160,-15.625,-22.461,-18.555,179.199,0
1671211865.659,-37.109,-16.113,-19.531,-17.090,119.629,0
1671211865.662,-53.711,-12.695,-16.113,-24.414,-44.434,0
1671211865.666,-41.016,-13.672,-17.578,-25.879,7.812,0
1671211865.670,-16.602,-20.020,-19.043,-19.531,228.516,0
1671211865.674,-21.484,-16.113,-17.090,-25.879,11.719,0
1671211865.678,-48.340,-16.602,-22.461,-37.598,-140.625,0
1671211865.682,-63.965,-18.555,-27.344,-40.039,-15.625,0
1671211865.686,-54.199,-16.602,-20.996,-36.133,-36.621,0
1671211865.690,-37.109,-15.137,-21.973,-36.133,-117.188,0
1671211865.694,-26.367,-18.066,-24.414,-30.762,-104.004,0
1671211865.698,-37.598,-20.508,-21.484,-24.414,-24.902,0
1671211865.702,-60.059,-21.484,-26.855,-25.879,2.441,0
1671211865.706,-47.363,-16.113,-24.414,-24.414,-40.039,0
1671211865.709,-23.926,-17.090,-20.020,-22.949,-86.914,0
1671211865.713,-12.695,-20.020,-14.648,-3.418,146.973,0
1671211865.717,-23.438,-19.043,-10.742,5.859,197.266,0
1671211865.721,-39.551,-13.672,-10.742,2.930,-66.406,0
1671211865.725,-33.691,-6.836,-11.230,0.000,-150.391,0
1671211865.725,-20.020,-18.066,-10.742,-9.766,-62.500,0
1671211865.729,-10.254,-23.926,-11.719,-10.254,-49.805,0
1671211865.733,-20.020,-11.719,-23.926,-14.160,-84.961,0
1671211865.737,-41.504,-8.789,-25.391,-17.090,-32.715,0
1671211865.741,-46.387,-13.672,-20.508,-17.578,-34.668,0
1671211865.745,-32.227,-14.648,-18.066,-20.996,-60.547,0
1671211865.749,-20.508,-15.625,-10.254,-22.461,-19.043,0
1671211865.752,-30.273,-21.973,-23.438,-19.531,99.609,0
1671211865.756,-46.875,-24.414,-33.691,-9.766,393.555,0
1671211865.760,-56.641,-21.484,-36.133,-16.602,205.078,0
1671211865.764,-37.109,-16.113,-33.691,-27.344,-198.730,0
1671211865.768,-10.254,-13.672,-19.043,-23.926,-141.602,0
1671211865.772,-17.578,-16.113,-17.578,-16.602,-61.035,0
1671211865.776,-46.387,-21.973,-21.484,-15.625,-95.215,0
1671211865.780,-52.734,-23.438,-15.625,-25.879,-138.672,0
1671211865.784,-32.227,-19.043,-12.695,-26.367,-154.785,0
1671211865.788,-20.020,-21.973,-19.043,-16.113,-121.582,0
1671211865.792,-21.484,-28.809,-17.090,-12.207,-12.207,0
1671211865.796,-39.551,-27.344,-25.391,-11.719,45.410,0
1671211865.799,-50.293,-26.855,-32.715,-13.184,182.617,0
1671211865.803,-35.645,-20.020,-21.973,-20.996,43.457,0
1671211865.807,-20.020,-19.043,-19.531,-25.391,-192.871,0
1671211865.811,-18.066,-20.020,-18.066,-15.625,-127.441,0
1671211865.815,-38.574,-18.555,-15.137,-15.625,-57.617,0
1671211865.816,-62.500,-22.461,-22.461,-26.367,-88.379,0
1671211865.820,-54.688,-23.926,-26.855,-25.879,-162.109,0
1671211865.824,-21.973,-25.879,-22.949,-23.438,-144.531,0
1671211865.828,-20.508,-23.438,-17.578,-26.855,-29.297,0
1671211865.832,-44.434,-17.578,-24.902,-25.391,-47.852,0
1671211865.836,-49.805,-23.926,-29.297,-26.855,-16.113,0
1671211865.840,-43.945,-22.461,-25.391,-35.645,146.973,0
1671211865.843,-15.625,-15.625,-20.508,-19.531,380.859,0
1671211865.847,-12.695,-19.531,-24.414,-18.066,144.531,0
1671211865.851,-31.250,-13.184,-31.250,-28.809,-103.516,0
1671211865.855,-47.852,-8.789,-28.809,-29.297,-53.711,0
1671211865.859,-49.805,-8.301,-24.414,-30.273,-100.098,0
1671211865.875,-26.367,-17.090,-31.250,-28.809,-140.137,0
1671211865.879,-3.418,-27.344,-30.762,-13.184,-102.051,0
1671211865.883,-29.297,-23.926,-29.297,-22.949,58.105,0
1671211865.887,-74.219,-11.230,-36.621,-42.969,-12.207,0
1671211865.891,-66.406,-11.230,-33.691,-35.645,-156.738,0
1671211865.895,-32.715,-9.277,-31.738,-24.902,-91.797,0
1671211865.899,-21.484,-8.789,-33.203,-20.508,240.723,0
1671211865.902,-37.598,-17.090,-36.133,-21.484,196.777,0
1671211865.906,-55.176,-16.113,-28.320,-27.344,-124.023,0
1671211865.910,-54.199,-19.531,-21.484,-26.855,-131.348,0
1671211865.914,-22.949,-20.508,-31.250,-25.391,-86.914,0
1671211865.918,-8.301,-20.020,-36.133,-28.320,-64.453,0
1671211865.905,-24.414,-22.461,-34.668,-23.438,-79.102,0
1671211865.909,-37.598,-20.508,-30.762,-16.113,-54.199,0
1671211865.913,-41.016,-19.531,-31.250,-21.484,-45.410,0
1671211865.917,-23.926,-23.438,-29.297,-20.508,-46.387,0
1671211865.921,-4.395,-22.461,-29.297,-19.531,-32.715,0
1671211865.925,-10.742,-22.949,-25.879,-16.113,17.578,0
1671211865.929,-35.156,-20.020,-21.973,-9.766,122.070,0
1671211865.932,-46.387,-13.672,-28.320,-20.996,85.938,0
1671211865.936,-25.879,-12.207,-27.832,-22.949,-57.129,0
1671211865.940,-9.766,-17.090,-21.973,-19.531,26.367,0
1671211865.944,-16.602,-19.531,-23.438,-9.766,337.402,0
1671211865.948,-38.086,-20.996,-31.250,-13.184,96.680,0
1671211865.967,-47.363,-25.879,-32.227,-25.879,-174.316,0
1671211865.971,-38.086,-22.949,-31.738,-33.691,-138.184,0
1671211865.975,-15.625,-19.043,-28.320,-34.668,-131.836,0
1671211865.979,-3.906,-8.301,-20.508,-17.090,-147.461,0
